"gbifID","license","species","basisOfRecord","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","year","month","day","countryCode","stateProvince","county","locality","verbatimLocality","institutionCode","recordedBy","references"
897129119,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1987,6,22,"US","Washington","Pend Oreille County","7 MI W TIGER, LAKE LEON","7 MI W TIGER, LAKE LEON","WNMU","Collector(s): Bruce J. Hayward","http://arctos.database.museum/guid/WNMU:Mamm:5478"
897126133,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1973,6,6,"US","Idaho","Valley County","20 MI W YELLOW PINE","20 MI W YELLOW PINE","WNMU","Collector(s): Bruce J. Hayward","http://arctos.database.museum/guid/WNMU:Mamm:2768"
897126012,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1973,6,6,"US","Idaho","Valley County","20 mi W Yellow Pine","20 mi W Yellow Pine","WNMU","Collector(s): Bruce J. Hayward","http://arctos.database.museum/guid/WNMU:Mamm:2659"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812662715,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.0780719,44.519175,6183,1977,7,11,"US","Oregon","Baker","Unity, 8 mi NE","USA | Oregon | Baker","PSM","C. Maser","http://portal.vertnet.org/o/psm/bird?id=Mammal-25993"
812662206,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.96958,45.172971,5030,1979,3,26,"US","Oregon","Union","Ladd Canyon, 1.5 mi SE","USA | Oregon | Union","PSM","R. Etter and B. Grove","http://portal.vertnet.org/o/psm/bird?id=Mammal-26078"
812662205,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.96958,45.172971,5030,1979,3,26,"US","Oregon","Union","Ladd Canyon, 1.5 mi SE","USA | Oregon | Union","PSM","R. Etter and B. Grove","http://portal.vertnet.org/o/psm/bird?id=Mammal-26077"
812660976,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.5528969,45.2637653,14495,1976,6,19,"US","Oregon","Union","Starkey Experimental Forest, Meadow Creek","USA | Oregon | Union","PSM","E. Bull","http://portal.vertnet.org/o/psm/bird?id=Mammal-24155"
812656799,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.1700159,48.4286468,2105,1974,6,19,"US","Washington","Stevens","Roosevelt Lake, E shore, nr Rice","USA | Washington | Stevens","PSM","University of Washington","http://portal.vertnet.org/o/psm/bird?id=Mammal-20325"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665719081,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-113.705704,47.622299,NA,1985,NA,NA,"US","Montana","Missoula Co","6 mi N 1 mi E Condon; Dog Creek T22N, R16W, W .5 sec 3","","FMNH","R. M. Timm",""
5006598768,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1981,6,20,"US","Montana","Lake","4.6 mi S, 3.4 mi E Big Fork","","UCOCV","F. Bassett","https://csvcoll.org/portal/collections/individual/index.php?occid=329520"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5006596720,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1978,7,28,"US","Montana","Flathead","7 mi S of Martin City (DOR)","","UCOCV","R. Pyle","https://csvcoll.org/portal/collections/individual/index.php?occid=328649"
5006594107,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1981,8,10,"US","Oregon","Grant","Canyon Creek Meadows","","UCOCV","J. Purswell","https://csvcoll.org/portal/collections/individual/index.php?occid=332596"
5006594106,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1979,8,18,"US","Oregon","Grant","Strawberry Meadows","","UCOCV","T.D. Wright","https://csvcoll.org/portal/collections/individual/index.php?occid=332597"
5006593376,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1976,4,4,"US","Washington","Walla Walla","0.5 mi S. of Whitman National Historic Site","","UCOCV","D. Heinzman","https://csvcoll.org/portal/collections/individual/index.php?occid=327849"
4947692650,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,13,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:6292"
4947692604,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,3,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24969"
4947692394,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,4,3,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8594"
4947692313,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,28,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24932"
4947692226,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.273998,48.532318,66268,1994,6,23,"US","Washington","Pend Oreille County","No specific locality recorded.","Rub Reg 3, T35N, R42E, sec. 3, Pend Oreille Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:22973"
4947692104,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.060103,46.738423,2069,1977,5,14,"US","Washington","Whitman County","1.7 mi E, 1.3 mi N of Sunshine","1.7 mi E, 1.3 mi N of Sunshine, elev. 2540 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8470"
4947692055,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,21,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24870"
4947691874,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.454566,48.275992,16413,1992,6,21,"US","Washington","Pend Oreille County","12 mi E of Chewelah","12 mi E of Chewelah, T32N R42E Sec 11, Pend Oreille Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8380"
4947691823,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,29,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24873"
4947691807,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,24,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25052"
4947691632,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,2,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24960"
4947691542,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,16,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8439"
4947691513,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,3,22,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8566"
4947691509,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.148986,48.921913,301,1981,7,12,"US","Washington","Pend Oreille County","Leola Creek Basin","Leola Creek Basin, 5800 ft, Pend Oreille Co, Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8402"
4947691405,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.585814,46.020281,3754,1983,3,20,"US","Washington","Walla Walla County","4 km S of Lowden","4 km S of Lowden, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24848"
4947691371,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-119.451762,47.205665,98242,1992,7,3,"US","Washington","Grant County","Iron Spring","Iron Spring, T9N R42E Sec 1, Garfield Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8473"
4947691275,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,3,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24963"
4947691193,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,28,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24935"
4947691103,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,4,4,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8569"
4947691073,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,28,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24937"
4947691062,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,14,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25018"
4947690903,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,21,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24879"
4947690879,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,7,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24991"
4947690826,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.205811,45.187396,834,1981,7,21,"US","Oregon","Wallowa County","0.4 mi NW Jewett Lake, Wallowa Mtns","0.4 mi NW Jewett Lake, Wallowa Mtns., 8450 ft., Wallowa Co., Oregon","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8526"
4947690798,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,14,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25021"
4947690764,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,25,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24904"
4947690646,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,22,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25049"
4947690572,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.205811,45.187396,834,1981,7,20,"US","Oregon","Wallowa County","0.4 mi NW Jewett Lake, Wallowa Mtns","0.4 mi NW Jewett Lake, Wallowa Mtns., 8450 ft., Wallowa Co., Oregon","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:6035"
4947690413,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.270805,46.928988,3318,1980,10,19,"US","Washington","Whitman County","1 mi upstream from Albion, S. Fork Palouse River","1 mi upstream from Albion, S. Fork Palouse River, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8442"
4947690349,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,4,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:21068"
4947690282,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.052889,46.731205,12170,1973,4,17,"US","Washington","Whitman County","6 mi E Pullman","6 mi E Pullman, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:6289"
4947690280,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,3,21,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8557"
4947690209,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,28,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24929"
4947690066,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,12,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25012"
4947690042,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,13,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8355"
4947689861,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.585814,46.020281,3754,1983,3,22,"US","Washington","Walla Walla County","4 km S of Lowden","4 km S of Lowden, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24839"
4947689833,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.0333,47.0167,301,1973,7,14,"US","Idaho","Shoshone County","Head of Freezeout Creek","Head of Freezeout Creek, Shoshone Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8479"
4947689617,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,3,21,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8560"
4947689356,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,4,5,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:5831"
4947689314,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.190176,46.731274,6063,1973,3,16,"US","Washington","Whitman County","0.5 mi W Pullman","0.5 mi W Pullman, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:5488"
4947689308,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,12,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8352"
4947689284,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.89185,48.959384,6659,1981,6,13,"US","Washington","Stevens County","3 mi N, 5 mi W Northport","3 mi N, 5 mi W Northport, Stevens Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8389"
4947689280,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.270805,46.928988,3318,1980,7,NA,"US","Washington","Whitman County","1 mi upstream from Albion, S. Fork Palouse River","1 mi upstream from Albion, S. Fork Palouse River, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8433"
4947689240,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,3,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24972"
4947689152,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,26,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24907"
4947689040,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.585814,46.020281,3754,1983,3,22,"US","Washington","Walla Walla County","4 km S of Lowden","4 km S of Lowden, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24842"
4947688985,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.907842,46.297498,49219,1992,7,9,"US","Washington","Columbia County","4.5 mi SW of Camp Wooten","4.5 mi SW of Camp Wooten, T8N R40E Sec 2, Columbia Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8495"
4947688936,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.137374,46.731267,8501,1990,3,26,"US","Washington","Whitman County","2 mi E of Pullman","2 mi E of Pullman, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8417"
4947688882,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-119.451762,47.205665,98242,1992,7,3,"US","Washington","Grant County","Iron Spring","Iron Spring, T9N R42E Sec 1, Garfield Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8476"
4947688854,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.440121,46.049291,5313,1982,6,8,"US","Washington","Walla Walla County","Walla Walla College Farm, 4 km W of College Place, Walla Walla","Walla Walla College Farm, 4 km W of College Place, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24845"
4947688748,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,13,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25015"
4947688665,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.478236,46.135529,3486,1992,7,3,"US","Washington","Grant County","2 mi W of Wickiup Spring","2 mi W of Wickiup Spring, T8N R43E Sec 31, Garfield Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8501"
4947688567,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,3,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24966"
4947688434,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.273998,48.532318,66268,1992,6,15,"US","Washington","Pend Oreille County","1 mi SE Salmo Mt","1 mi SE Salmo Mt, T40N R45E Sec 22, Pend Oreille Co, Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8371"
4947688383,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,28,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24926"
4947688320,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,21,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24885"
4947688219,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,10,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8436"
4947688082,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.585814,46.020281,3754,1983,4,13,"US","Washington","Walla Walla County","4 km S of Lowden","4 km S of Lowden, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24861"
4947687917,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,29,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24944"
4947687880,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.5,45.3167,301,1979,7,20,"US","Idaho","Idaho County","Cannon Creek, Seven Devils Mtns","Cannon Creek, Seven Devils Mtns., 7800 ft., Idaho Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8517"
4947687667,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,12,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25009"
4947687651,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.502458,48.43685,1807,1995,7,4,"US","Washington","Stevens County","Calispell Peak, Selkirk Mtns","Calispell Peak at 6700 ft, Selkirk Mtns, T34N R42E Sec 21, Stevens Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8392"
4947687522,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.166862,46.55362,969,1992,3,10,"US","Washington","Whitman County","4.2 mi S of Colton in Steptoe Canyon, NE 1/4 Sec 16, T37N R45E","4.2 mi S of Colton in Steptoe Canyon, NE 1/4 Sec 16, T37N R45E, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8485"
4947687337,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,25,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24892"
4947687264,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,8,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8427"
